id,name,lat,lon
319,Finchley Road and Frognal,51.550119520279,-0.18363678247277
95,Finsbury Park,51.564635458062,-0.10586706135916
320,Forest Hill,51.439308318386,-0.053314119078799
96,Fulham Broadway,51.480260927016,-0.19552976561085
97,Gallions Reach,51.509034130657,0.071789801687878
98,Gants Hill,51.576552943422,0.066098526398209
99,Gloucester Road,51.494499579725,-0.18352915689619
100,Golders Green,51.572215556655,-0.19482013198437
101,Goldhawk Road,51.502076993967,-0.22738960127533
102,Goodge Street,51.520613125487,-0.13479327927061
321,Gospel Oak,51.555405311264,-0.15128661069808
103,Grange Hill,51.613480413753,0.092286969949084
104,Great Portland Street,51.52378881305,-0.14394701338886
107,Green Park,51.506760501463,-0.14246316907526
105,Greenford,51.541980112836,-0.34586432267848
106,Greenwich,51.477547665535,-0.014848686252722
108,Gunnersbury,51.491863444709,-0.27514973411264
322,Hackney Central,51.547257451286,-0.055575092639468
323,Hackney Wick,51.543558409072,-0.025245084630728
324,Haggerston,51.538684738939,-0.075580841462924
109,Hainault,51.602845314928,0.094122987217226
110,Hammersmith (Hammersmith & City/Circle),51.493483379174,-0.22462575515926
360,Hammersmith (Piccadilly/District),51.491819802914,-0.22284652701972
111,Hampstead,51.556542616677,-0.17800013773286
325,Hampstead Heath,51.555199944256,-0.16455176144825
112,Hanger Lane,51.530072069094,-0.29298173181915
113,Harlesden,51.536258358843,-0.25748125850322
326,Harringay Green Lanes,51.57714590447,-0.098202962998489
114,Harrow and Wealdstone,51.592594673236,-0.33423825163137
115,Harrow-on-the-Hill,51.579388159582,-0.33698708805734
327,Hatch End,51.609828548789,-0.36916434211502
116,Hatton Cross,51.466685355642,-0.42336616986103
328,Headstone Lane,51.602499669538,-0.35689307782418
118,Heathrow Terminal 4,51.45978048411,-0.44771519861354
329,Heathrow Terminal 5,51.470025485584,-0.49063310869077
117,Heathrow Terminals 1 2 3,51.47128945567,-0.45239283063262
119,Hendon Central,51.583133074092,-0.2267197095034
120,Heron Quays,51.503386571015,-0.021939126563571
121,High Barnet,51.651688276705,-0.19415092780429
122,High Street Kensington,51.500729468384,-0.19155165303998
123,Highbury and Islington,51.546495518926,-0.10406772078143
124,Highgate,51.57764663481,-0.14692043327249
125,Hillingdon,51.55377757066,-0.44988357245777
126,Holborn,51.517235749261,-0.11982609759457
127,Holland Park,51.507146508744,-0.20654337129402
128,Holloway Road,51.55281611672,-0.11292127587712
330,Homerton,51.546595450822,-0.038497927971748
331,Honor Oak Park,51.450648245652,-0.044138732242293
129,Hornchurch,51.554355082156,0.21894141805997
130,Hounslow Central,51.470925810282,-0.36594373417825
131,Hounslow East,51.473707937461,-0.35526092596841
132,Hounslow West,51.473105762632,-0.38569323300198
332,Hoxton,51.531391621283,-0.075571232880956
133,Hyde Park Corner,51.502584030904,-0.15245970877887
134,Ickenham,51.560825107127,-0.44156508942605
333,Imperial Wharf,51.474938948929,-0.18282310826897
135,Island Gardens,51.487950088882,-0.010478902499309
136,Kennington,51.488662470707,-0.10505621257104
137,Kensal Green,51.530524241234,-0.22469897011847
334,Kensal Rise,51.53421509119,-0.22080656353585
138,Kensington (Olympia),51.497879724483,-0.21036483866639
139,Kentish Town,51.550009538423,-0.14045684366827
335,Kentish Town West,51.546547987029,-0.14674199079293
140,Kenton,51.581496322037,-0.31520243664979
141,Kew Gardens,51.476789170755,-0.28536661446493
142,Kilburn,51.546944459981,-0.20461829997264
336,Kilburn High Road,51.537267764059,-0.19109868962017
143,Kilburn Park,51.535135560206,-0.19395164168612
307,King George V,51.502008599189,0.062220618931645
145,Kings Cross St. Pancras,51.530312476892,-0.12385771561154
144,Kingsbury,51.584876550714,-0.27858717715014
146,Knightsbridge,51.501354916808,-0.16065008131194
147,Ladbroke Grove,51.517210698742,-0.21018376269161
148,Lambeth North,51.499129959063,-0.11175385704735
149,Lancaster Gate,51.511890964101,-0.17541552045722
337,Langdon Park,51.518883939693,-0.015199388573999
150,Latimer Road,51.513958124663,-0.21744525733064
151,Leicester Square,51.511291196842,-0.12822773962177
152,Lewisham,51.464880714235,-0.012418307529155
153,Leyton,51.55813227051,-0.006450908801181
338,Leyton Midland Road,51.569364239801,-0.008051921099718
154,Leytonstone,51.568522287449,0.009154878018083
339,Leytonstone High Road,51.563807342647,0.008268893406581
155,Limehouse,51.512312167848,-0.039365669438682
156,Liverpool Street,51.517598273919,-0.082235212309326
157,London Bridge,51.504674357597,-0.085991192281661
306,London City Airport,51.50368965775,0.047887121033287
158,Loughton,51.641570470369,0.055293528321119
159,Maida Vale,51.529995078969,-0.18541823310956
160,Manor House,51.570747151453,-0.095670549505162
161,Mansion House,51.512091761163,-0.094183249527509
162,Marble Arch,51.513965510738,-0.15855680746603
163,Marylebone,51.522396687994,-0.16347815242029
164,Mile End,51.525310973905,-0.032651671918221
165,Mill Hill East,51.608316669912,-0.20988127429344
168,Moor Park,51.629930718133,-0.4328985822977
167,Moorgate,51.518437149414,-0.08900327764505
169,Morden,51.402185984981,-0.19483760810466
170,Mornington Crescent,51.534362233874,-0.1387299346061
171,Mudchute,51.491236186648,-0.014945543221677
172,Neasden,51.554627747213,-0.25010062378951
174,New Cross,51.476429418617,-0.032264414494673
175,New Cross Gate,51.475264932486,-0.039514655295107
173,Newbury Park,51.575638344309,0.090317586010402
181,North Acton,51.523432458806,-0.25971511616691
182,North Ealing,51.517622323819,-0.28897914280262
183,North Greenwich,51.500255151591,0.00360066363719
184,North Harrow,51.584631342978,-0.3626185623764
185,North Wembley,51.562396328364,-0.30393379535805
176,Northfields,51.500491708619,-0.31505041439224
177,Northolt,51.548212945697,-0.36842617615208
178,Northwick Park,51.5785087266,-0.31818496289702
179,Northwood,51.611214,-0.423823
180,Northwood Hills,51.600802695129,-0.40929692189409
340,Norwood Junction,51.396954330829,-0.075195484483074
186,Notting Hill Gate,51.509375359878,-0.1959072111467
187,Oakwood,51.64763797617,-0.1318390886991
188,Old Street,51.525581481862,-0.087608545343845
190,Osterley,51.481216852781,-0.3520816978192
191,Oval,51.481412613811,-0.11330667730935
192,Oxford Circus,51.515223419245,-0.14082176208955
193,Paddington,51.515393806532,-0.17572234283505
194,Park Royal,51.526834054645,-0.28491450496891
195,Parsons Green,51.474960176772,-0.20111009589714
341,Peckham Rye,51.469511372801,-0.069969158361951
342,Penge West,51.418062935027,-0.060631385884983
196,Perivale,51.536341860358,-0.32305600630537
197,Piccadilly Circus,51.509696764476,-0.13369718974012
198,Pimlico,51.489552877924,-0.1330938573102
199,Pinner,51.592361724428,-0.38120935690424
200,Plaistow,51.531288332324,0.017795056275962
305,Pontoon Dock,51.502216211037,0.033340112607835
201,Poplar,51.507588072081,-0.017261086484836
202,Preston Road,51.572103763883,-0.29495758553154
203,Prince Regent,51.509434545079,0.033502981448267
204,Pudding Mill Lane,51.53432785535,-0.012754096692901
205,Putney Bridge,51.467865362703,-0.20935102262327
206,Queens Park,51.534312675201,-0.20478373421795
343,Queens Road Peckham,51.474284715779,-0.057340582526957
207,Queensbury,51.593883010111,-0.28631716346916
208,Queensway,51.510449255439,-0.18740549543317
209,Ravenscourt Park,51.494068008984,-0.23595483065011
210,Rayners Lane,51.575396777398,-0.371046385824
211,Redbridge,51.576366911264,0.045408472505876
212,Regents Park,51.52381069054,-0.14532999904559
213,Richmond,51.463232922347,-0.30172474133933
214,Rickmansworth,51.640323072212,-0.47367013575456
215,Roding Valley,51.616956440142,0.044040648415103
216,Rotherhithe,51.501594510808,-0.052951891484305
217,Royal Albert,51.508493863562,0.045191552169371
218,Royal Oak,51.518294375269,-0.18880926348942
219,Royal Victoria,51.509055232332,0.017979819853408
220,Ruislip,51.57216197222,-0.42122049909957
221,Ruislip Gardens,51.559960227907,-0.40927968814014
222,Ruislip Manor,51.573451624726,-0.41283492710738
223,Russell Square,51.523013052867,-0.12457578611157
224,Seven Sisters,51.583362168372,-0.0724523920649
225,Shadwell,51.51130016173,-0.056904799137598
226,Shepherds Bush,51.50453217729,-0.21850475368199
227,Shepherds Bush Market,51.505880735504,-0.22738608723774
228,Shoreditch High Street,51.523466827911,-0.077073012851082
229,Sloane Square,51.492359782932,-0.1564744555002
230,Snaresbrook,51.580891270601,0.021478357761873
344,South Acton,51.499685861011,-0.27020080333496
234,South Ealing,51.501644057917,-0.30702584019952
235,South Hampstead,51.541476868984,-0.1783567825076
236,South Kensington,51.494071386411,-0.17390862058942
237,South Kenton,51.571044486824,-0.30812855062663
238,South Quay,51.500863608239,-0.018446287979256
239,South Ruislip,51.55689035096,-0.39910148824501
345,South Tottenham,51.580402594532,-0.071841526783666
240,South Wimbledon,51.41536073293,-0.19196016848772
241,South Woodford,51.591552612383,0.027957511681624
231,Southfields,51.444883338258,-0.20659499856664
232,Southgate,51.63237586338,-0.12775560097809
233,Southwark,51.503853632869,-0.10578053394541
248,St. James's Park,51.499609810342,-0.13386435110426
249,St. Johns Wood,51.534854431713,-0.17405042505482
250,St. Pauls,51.51483530739,-0.097556591574387
242,Stamford Brook,51.494449997347,-0.24523190696758
243,Stanmore,51.6196734807,-0.30308485086488
346,Star Lane,51.520604250081,0.004205413555267
244,Stepney Green,51.521995838874,-0.047368111957746
245,Stockwell,51.472159270341,-0.12283190859196
246,Stonebridge Park,51.54398658738,-0.27538602336732
247,Stratford,51.541692579295,-0.003737223441771
347,Stratford High Street,51.538148951165,-0.001065939537146
348,Stratford International,51.54480853536,-0.008764015446365
251,Sudbury Hill,51.557339600086,-0.33637769283987
252,Sudbury Town,51.551397480891,-0.31632906529511
253,Surrey Quays,51.493266862158,-0.047515585346921
254,Swiss Cottage,51.543034867714,-0.17561218648329
361,Sydenham,51.427341258001,-0.055074289357489
255,Temple,51.51104062071,-0.11371134239066
256,Theydon Bois,51.672552069981,0.10290519530392
257,Tooting Bec,51.435838083172,-0.15968610811001
258,Tooting Broadway,51.42704916499,-0.16867014599257
259,Tottenham Court Road,51.51621088565,-0.13109602942553
260,Tottenham Hale,51.587997785049,-0.060173390466137
261,Totteridge and Whetstone,51.63024674119,-0.17933981753571
262,Tower Gateway,51.510392650922,-0.074395469530797
263,Tower Hill,51.510394282129,-0.076686790760475
264,Tufnell Park,51.556440814333,-0.13772775294192
265,Turnham Green,51.495181971972,-0.25451016527384
266,Turnpike Lane,51.590358146027,-0.1027906082273
267,Upminster,51.558763325208,0.2514152239117
268,Upminster Bridge,51.557718771685,0.23455631120919
269,Upney,51.538405634701,0.10154616057314
362,Upper Holloway,51.563623319983,-0.12909493917319
270,Upton Park,51.536628195871,0.034556255633226
271,Uxbridge,51.546454564696,-0.47708714109832
272,Vauxhall,51.485735816391,-0.12381555294752
273,Victoria,51.496423969876,-0.14390630306143
274,Walthamstow Central,51.583018115291,-0.019926114372123
349,Walthamstow Queens Road,51.581546193899,-0.0238295131434
350,Wandsworth Road,51.470223218762,-0.13902328072857
275,Wanstead,51.574902145755,0.028774900468403
351,Wanstead Park,51.551778074703,0.026404363778733
276,Wapping,51.504340322706,-0.055846408737992
277,Warren Street,51.524580005085,-0.13826391949985
278,Warwick Avenue,51.523104457076,-0.18293888140664
279,Waterloo,51.503146653078,-0.11324484659974
280,Watford,51.657605146891,-0.41725555293253
352,Watford High Street,51.652653752213,-0.39168227690127
353,Watford Junction,51.663883061474,-0.39615750118974
281,Wembley Central,51.551864816194,-0.29637790641578
282,Wembley Park,51.563322491915,-0.27922812839087
286,West Acton,51.517770184208,-0.28064276561988
287,West Brompton,51.487328938205,-0.19552441152812
354,West Croydon,51.378552186111,-0.1020199266263
288,West Finchley,51.609262750488,-0.1889026706526
289,West Ham,51.52852551818,0.005331807258675
290,West Hampstead,51.547474356007,-0.19111216622603
291,West Harrow,51.578924280955,-0.35383226807134
292,West India Quay,51.506762659668,-0.020568040587805
293,West Kensington,51.490109387233,-0.20618929345907
294,West Ruislip,51.569587924657,-0.43784571956141
304,West Silvertown,51.502884431544,0.022260451989289
283,Westbourne Park,51.520988865484,-0.20086810419124
284,Westferry,51.509638150617,-0.026308729670621
285,Westminster,51.501401606172,-0.12498767440679
296,White City,51.512232464701,-0.22461752326457
295,Whitechapel,51.519587792346,-0.059406074587337
297,Willesden Green,51.549373313232,-0.22239318421442
298,Willesden Junction,51.532233992929,-0.2438947288224
299,Wimbledon,51.421107869794,-0.20664845638008
300,Wimbledon Park,51.434580976538,-0.19917189150183
303,Wood Green,51.597453741251,-0.10951215426353
355,Wood Lane,51.509658221839,-0.2244582012666
301,Woodford,51.607201839663,0.034070640659794
356,Woodgrange Park,51.549052529247,0.044586916011772
302,Woodside Park,51.617868422141,-0.185411063095
357,Woolwich Arsenal,51.489907107526,0.069208307647642
